Game Date,Game ID,Team,Player Name,Position,Batting AVG,At Bats,Hits,Doubles,Triples,Home Runs,RBIs,Runs,Walks,Strikeouts (Batting),Stolen Bases,Left On Base,OBP,SLG,OPS,Pitcher ERA,Innings Pitched,Hits Allowed,Runs Allowed,Earned Runs,Walks Issued,Strikeouts (Pitching),Home Runs Allowed,Pitches Thrown,Strikes,Wins,Losses,Saves,Holds,Blown Saves
2025-07-03,777260,Toronto Blue Jays,George Springer,DH,,4.0,3.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Max Scherzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Yimi García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Chad Green,P,,,,,,,,,,,,,,,,,1.1,0.0,0.0,0.0,2.0,1.0,0.0,19.0,11.0,0.0,0.0,0.0,1.0,0.0
2025-07-03,777260,Toronto Blue Jays,Yariel Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Braydon Fisher,P,,,,,,,,,,,,,,,,,0.2,3.0,2.0,2.0,0.0,1.0,0.0,24.0,16.0,0.0,0.0,0.0,1.0,0.0
2025-07-03,777260,Toronto Blue Jays,Tyler Heineman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Vladimir Guerrero Jr.,1B,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Leo Jiménez,2B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Myles Straw,CF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,Toronto Blue Jays,Alejandro Kirk,C,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,JT Brubaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Oswald Peraza,2B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,DJ LeMahieu,2B,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Carlos Rodón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Luke Weaver,P,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,0.0,2.0,1.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777260,New York Yankees,Clarke Schmidt,P,,,,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,2.0,1.0,1.0,55.0,31.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777260,New York Yankees,Aaron Judge,DH,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Jonathan Loáisiga,P,,,,,,,,,,,,,,,,,1.1,1.0,0.0,0.0,0.0,2.0,0.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777260,New York Yankees,Clayton Beeter,P,,,,,,,,,,,,,,,,,1.2,3.0,3.0,3.0,2.0,0.0,1.0,45.0,29.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777260,New York Yankees,Devin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Tim Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Paul Goldschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Jasson Domínguez,LF,,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Austin Wells,C,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Ben Rice,1B,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Will Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Ian Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Anthony Volpe,SS,,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,J.C. Escarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Cody Bellinger,RF,,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Giancarlo Stanton,PH,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Mark Leiter Jr.,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777260,New York Yankees,Jazz Chisholm Jr.,3B,,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Max Fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Marcus Stroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777260,New York Yankees,Trent Grisham,CF,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Luis Torrens,C,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Tyrone Taylor,CF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Rico Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Mark Vientos,3B,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Jeff McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Austin Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Brett Baty,2B,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Huascar Brazobán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Richard Lovelady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Justin Hagenman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Brandon Waddell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,José Buttó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Pete Alonso,1B,,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,David Peterson,P,,,,,,,,,,,,,,,,,6.2,5.0,2.0,1.0,3.0,4.0,1.0,103.0,69.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777257,New York Mets,Starling Marte,DH,,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Frankie Montas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Ryne Stanek,P,,,,,,,,,,,,,,,,,1.1,0.0,0.0,0.0,0.0,3.0,0.0,15.0,12.0,0.0,0.0,0.0,1.0,0.0
2025-07-03,777257,New York Mets,Clay Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Francisco Lindor,SS,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Brandon Nimmo,LF,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Edwin Díaz,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,10.0,0.0,0.0,1.0,0.0,0.0
2025-07-03,777257,New York Mets,Travis Jankowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Hayden Senger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Juan Soto,RF,,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Reed Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,New York Mets,Ronny Mauricio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Chad Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Joey Ortiz,SS,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Jackson Chourio,CF,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Christian Yelich,PH,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Isaac Collins,LF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Jake Bauers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Sal Frelick,RF,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Abner Uribe,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777257,Milwaukee Brewers,Grant Anderson,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777257,Milwaukee Brewers,Anthony Seigler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Quinn Priester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Jose Quintana,P,,,,,,,,,,,,,,,,,5.1,6.0,3.0,3.0,0.0,3.0,1.0,80.0,52.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777257,Milwaukee Brewers,Andruw Monasterio,2B,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Aaron Ashby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Caleb Durbin,3B,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Freddy Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Easton McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Nick Mears,P,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,2.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777257,Milwaukee Brewers,William Contreras,C,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Brice Turang,PH,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Eric Haase,DH,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Jacob Misiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,DL Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Jared Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Rhys Hoskins,1B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777257,Milwaukee Brewers,Trevor Megill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Spencer Strider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Nick Allen,SS,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Dylan Dodd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Dylan Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Michael Harris II,CF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Pierce Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Rafael Montero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Luke Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Jurickson Profar,LF,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Didier Fuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Enyel De Los Santos,P,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Atlanta Braves,Drake Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Matt Olson,1B,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Sean Murphy,C,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Ronald Acuña Jr.,RF,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Austin Cox,P,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,3.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Atlanta Braves,Aaron Bummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Eli White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Ozzie Albies,2B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Raisel Iglesias,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,3.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Atlanta Braves,Austin Riley,3B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Grant Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Marcell Ozuna,DH,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Bryce Elder,P,,,,,,,,,,,,,,,,,5.0,8.0,4.0,4.0,3.0,5.0,2.0,101.0,62.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777261,Atlanta Braves,Stuart Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Atlanta Braves,Daysbel Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Luis Rengifo,3B,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Gustavo Campero,RF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Zach Neto,SS,,5.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Jorge Soler,RF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Connor Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Chad Stevens,2B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Travis d'Arnaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,José Soriano,P,,,,,,,,,,,,,,,,,7.0,3.0,0.0,0.0,2.0,7.0,0.0,101.0,67.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Los Angeles Angels,Taylor Ward,LF,,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Hunter Strickland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Jack Kochanowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Mike Trout,DH,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Kenley Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,José Fermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Jo Adell,CF,,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Sam Bachman,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Los Angeles Angels,Ryan Zeferjahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Kevin Newman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Nolan Schanuel,1B,,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Yusei Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,LaMonte Wade Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Logan O'Hoppe,C,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Brock Burke,P,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,2.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777261,Los Angeles Angels,Reid Detmers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Kyle Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777261,Los Angeles Angels,Tyler Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Daniel Palencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Cade Horton,P,,,,,,,,,,,,,,,,,7.0,5.0,0.0,0.0,2.0,5.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Chicago Cubs,Porter Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Kyle Tucker,DH,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Ian Happ,LF,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Caleb Thielbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Shota Imanaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Michael Busch,1B,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Carson Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Jameson Taillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Pete Crow-Armstrong,CF,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Drew Pomeranz,P,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,1.0,2.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Chicago Cubs,Seiya Suzuki,RF,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Jon Berti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Reese McGuire,C,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Matthew Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Chris Flexen,P,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Chicago Cubs,Dansby Swanson,SS,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Colin Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Ryan Brasier,P,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Chicago Cubs,Ryan Pressly,P,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,777259,Chicago Cubs,Vidal Bruján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Nico Hoerner,2B,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Brad Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Matt Shaw,3B,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Chicago Cubs,Justin Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Austin Hedges,C,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Emmanuel Clase,P,,,,,,,,,,,,,,,,,1.2,1.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0
2025-07-03,777259,Cleveland Guardians,Daniel Schneemann,"2B, SS",,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Slade Cecconi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Johnathan Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Brayan Rocchio,SS,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Matt Festa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,777259,Cleveland Guardians,Nolan Jones,RF,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
